1;19.88
2;18.519
3;18.011
4;18.161
5;18.789
6;19.736
7;20.861
8;22.039
9;23.167
10;24.157
11;24.943
12;25.475
13;25.722
14;25.674
15;25.337
16;24.738
17;23.922
18;22.953
19;21.914
20;20.907
21;20.055
22;19.498
23;19.396
24;19.929
